clean_tweet,sentiment_combined_final_label
@Duckingmoney @ElTraderChingon @Adam270113 Its flaky but the issues for $ZM is now fundermentals....technical story will eventually catch up.  It's ridiculously overvalued and has major security issues,0
Another way you can tell shorting $ZM is a fool’s play is because all of these class action suits go away if it rises. Their losses become a matter of poor risk management.,0
Load up PUTs on $ZM. This shit should go below $100 next weeks https://t.co/qCWOYpEYgf,0
@sriramk Some of headlines are politically motivated by competitors. Google loudly broadcasting it doesn’t want employees using $ZM is equivalent to Nike telling their employees not to wear Adidas.,0
"$ZM on the highs of the day, continues to hold YTD VPOC as well as the 50-MA and key VWAP support this week, despite all the headlines",2
@smarter411 $zm good next week? 135 ?,1
"Demand for video calling continues to surge, Microsoft and others say $MSFT $ZM https://t.co/TAJVIMHigh",2
$ZM Banned again. Not even Chinese citizens are willing to use it. 🤔 https://t.co/OLWo5heKTx,0
Hong Kong’s Richest Man Made Early Zoom Bet That’s Now Worth $3 Billion $ZM https://t.co/3utnyAC6Xe,1
"No trades for me.  Surprising considering all the movement, but I was staring at $zm for a short most of the day and it never set up.  A very consistent week of trading for me has me excited for next week.  Have a great long weekend #daytrading #stocks",2
Stock to watch! $ZM RSI crossing above 50. Maybe sign of strength? Chart: https://t.co/pe9T6Xx9ir $COMPQ https://t.co/uOSIUsavUE,2
"@PLHstock @JustEssary @OriginalEricMc @TraderAmogh @DavisMartin88 @jscherniack @Scelliott81 @chrisbrecher @kkernttb @Sandman7591 @traderstewie @87AlwaysRed @TrendSpider @SunriseTrader @MightySoldiers HAGW everyone. Great time to study some charts and read some favorite stock books (Market Wizards, Trading in the Zone, etc.) 

But also a great time to relax, spend time with those that you can (even if that's on $ZM!) and be grateful. 

Cheers!",2
"But that doesn’t help the shorts bring $ZM down. I’d appreciate something to provide me with another entry in the teens, please and thank you. Less positive stuff https://t.co/PNeAXmNVv6",0
"One little-known nugget in our @BW story: Zoom uses cloud services from @Oracle. That's a major customer win for the software giant, which has struggled to compete against @awscloud and @Azure. AWS is Zoom's primary cloud vendor. $ZM $ORCL 
Read more here: https://t.co/OWuhacl8ZV",2
@ElTraderChingon yeah $ZM is def. not reacting the way I would have assumed.,0
Even the Fed is on zoom. Goodbye janky annoying Skype. $zm https://t.co/QYhgsT7atr,0
$ZM 125.9+ is 20ema daily.....the stock got hit cold yesterday at that MA,0
$zm still strong $tdoc also holding at 50 day,2
@CorwinTweets Bought $ZM when it crossed red to green the 2nd time. It goes much higher between now and earnings but I’ll play momo with it whatever direction. It’s an easy bandwagon setup,2
$ZM Setup well intact. https://t.co/TCoYwuCVM9,2
$ZM this is a temporary prop up job by some dirty pigs. Won’t last. Hold the line here.,0
$ZM is up because Powell used it during his live talk today.. LOL,2
"$ZM nice moves, I'll admit I was thinking the other direction but it held the 50 like a champ and then some",2
Fuck you $zm,0
"$RNG is my #1 ranked tech stock right now.  Made a quick dip on the market crash, now heading back to new ATH's on growth, margins, sales, and new product taking market share from $ZM.  #IBDPartner

Found using @MarketSmith  @IBDinvestors https://t.co/fqWtB5G7Co",2
Just got into $ZM. I like the setup and the news about taking privacy / security seriously,2
"$RNG is my #1 ranked tech stock right now.  Made a quick dip on the market crash, now heading back to new ATH's on growth, margins, sales, and new product taking market share from $ZM.  #IBDPartner

Found using @MarketSmith  @InvestorsBusinessDaily https://t.co/pTq9dY8meq",2
@Duckingmoney Next time you want to take a contrarian position to mine just remember it’s just timing. You might be right you’re just not right right now. Never argue with DSM $ZM That’s how you know you’re on the wrong side of the trade. https://t.co/6jZe8DVigF,0
Lol Warren got paged by some hedge fund friend that wants to cover $ZM short ? Why the hell would she point a company like that all of a sudden. 😂,0
"$ZM - Winning Stocks trade idea by  Srini Donapati | 24.01 % return | Short of target, but a decent win! 
#TradeIdea
 https://t.co/ebs8edf3nq &amp;Social=Twitter",2
$ZM  these pull backs on daily ...offers so much better day trading opptys   ...yellow arrow only entry i would have been comfortable...no position missed it https://t.co/YAPgqVT7Ni,2
$ZM scam alert 🚨,0
"Zoom has ridden the “work from home” wave to more than 100% gains in 2020. The company’s market cap now exceeds those of many large companies, including Ford, FedEx and several of the major airlines. #stocks #markets #economy #investing #financialservices $ZM https://t.co/ctxzo5fZGi",2
"$ZM

Universities in EU (where privacy and security matters a lot) are also banning https://t.co/k5nDF4FrkY",0
"OK, 

I have worked with many LEADERS !

$ZM Leader is 1 of FEW best !
Smart, HONEST, Great integrity .. Rare characters to have 
Fast, RESPONSIVE !

He will gain as many customers as he wants ! especially overseas !
INVEST in $ZM &amp; WILL be rewarded in a big way !
U sell, I buy!",2
Now the City Govt is banning $ZM https://t.co/UMkaTSUkN1,0
$CSCO $SHAK $ZM - 'Nine months of economic pain' - John Chambers https://t.co/hFT10BQUqC,0
"Short $ZM again. #67 on Robintrack, no proprietary technology, massively overvalued, and they've blown the trust of some of their best paying customers.  Still plenty of meat on the bone.",0
"$ZM 
Already there .. NY , NV and other schools areas are way ahead #FBI @FBI 
https://t.co/Ia5WpRXICw",2
"$ZM still holding its retracement of the last swing up, despite so much negative publicity of late. They may have fixed these issues and the news is now old. If this downswing doubles out back to $96.50 area that could be a good buy level just below the last pivot to upside.",2
Never made money on $ZM. Price action is weird so not a lot of size can be put on. First time to nail today. Doesn't mean it's easy. It pulls back like it's not doing pullback only. Even big asks got hit on the way. Seldom (or never) saw that. Got out because of that. https://t.co/4UCIwAFHUf,0
"Here we go!
$ZM
Goldman Price Target : $80
Our PT : $10
This will be banned across the US (its only market for its tiny revenue)

https://t.co/PHIgsr20Ad",0
"This is what I mean... when you’re seeing stuff like this you know you’re on the wrong side of things $ZM If it was that easy, everyone would be making money, kid https://t.co/rhGlNgLyY5",0
@LizClaman Totally. And start using more technology like zoom to include more people. $zm,2
"Big Foook up. RIP $ZM.

Use https://t.co/EATDWbiGVr https://t.co/GW3qLRuZOD",0
Chinese hacked $ZM on Powell’s computer. Now pounding the sell button in his @etrade account,0
$ZM bugs are almost fixed. I’m not thinking about shorting anymore. To many people negative. Watch out,2
Senators told to avoid using Zoom (NASDAQ:ZM) | Seeking Alpha $ZM https://t.co/Rgy5zKdEFY,0
Interesting Fed Chair Powell is (was) using $ZM for this presser. Notice they’ve now hidden the Zoom logo 🤔,1
"#google $goog has banned #zoom $zm software from company computers, fear of security bridge its official!",0
"""Norway will now join OPEC $ZM call""

OK, I can die now.",2
SEE HOW DUMB CONGRESS IS!  AND THEY STILL HANG ON FACEBOOK TOO...GEEZ..RT @TheStreet: U.S. senators are being advised not to use Zoom Video Communications $ZM  https://t.co/UN76WXRYPG,0
"Closed $ZM puts at 3.00, down from 3.20 entry. but now at .98, so good move there.",2
@jmarchese @GerberKawasaki Google will likely squash Zoom $ZM like the cockroaches they are *mr. wonderful voice*,0
"the range on $ZM is crazy, blowing thru 8 points today like nothing.",2
Sold $DIS calls $ZM PUTS Great calls Miss @Vegas1 teamwork  @iluvstocks1 https://t.co/JPmsusVgOP,2
$zm see ya later... let’s crush that 112 and 108,2
$ZM - Senators told to avoid using Zoom https://t.co/fg6XBjycXk https://t.co/IXH6I7CQ1q,0
"Today’s Top Stories📰

💻 #Google is banning Zoom from employee laptops. $GOOGL
🇺🇸 U.S. Senate tells members to avoid #Zoom over data security concerns. $ZM
☕ #Starbucks Q2 earnings could fall by 50% due to the coronavirus outbreak. $SBUX

#CheddarLive https://t.co/xIrNR6kwh0",0
"@TheStreet It seems $ZM out, $CSCO in... buy buy buy  Cisco. I am using their webex system. It is working for people working at home @jimcramer ? @byKatherineRoss ?",0
U.S. senators are being advised not to use Zoom Video Communications $ZM  https://t.co/2QaHstFbjG,0
Sticking some $ZM bacon in your pig ass 🍑 🐽 🥓,0
RPG the short $ZM bandwagon. You dummies underestimate money. Malware! Bad security! China! $GOOG bans! You people know what 2000% subscriber increase and 12% monetization means to PE? Silly pigs 🐽🐷,0
"You know you have too many meetings when your employees create digital twins to sit in on brain-numbing $ZM meetings.

https://t.co/OituR6X7jn",1
$ZM. HAVKERS WERE NO DOUBT FROM GOOGLE AND MICROSOFT! 😎,2
"$ZM - Winning Stocks trade idea by  Srini Donapati | 24.01 % return | Short of target, but a decent win! 
#TradeIdea
 https://t.co/4JYV8gbpWz &amp;Social=Twitter",2
@tylersalerno @Twitter @RobinhoodApp Yah I tried to explain that exact thing last night on $ZM. No question there are problems (they’ll eventually fix them) but the short bandwagon has filled so fast it smells like a trap. You learn these things or you don’t. Trash status isn’t relevant here,0
It’d be a shame to see $ZM under 50ma,0
Senators told to avoid using Zoom $ZM #coronavirus #COVID2019 https://t.co/f21U7tjX5I,0
"$ZM Banned in Many Regions, Banned by Large Companies, Banned, Banned and oh I almost forgot being sued!!! Yes this is a smart place to put my money.",0
"$ZM(117.81) down 2.50  The U.S. Senate
has told its members to not use Zoom's video conferencing app due to data
security concerns,",0
"$ZM I called it, simply can not fool the herd any longer. 
So Overpriced. Next LK here, like I said $100 Lunch time or sooner.",0
"April 9 (Reuters) - The U.S. Senate has told its members to not use Zoom's video conferencing app due to data security concerns, the Financial Times reported on Thursday, even as the company attempts to stem a global backlash against its fast-growing app.

$ZM",0
$ZM beat down continues. https://t.co/vr4qUUZMgS,0
$ZM Hackers hijack home-based lessons on #Zoom to allegedly show obscene photos to children https://t.co/mtCAHr8dmh,0
Zoom is facing heat over privacy — here are 4 more secure alternatives https://t.co/JlGz64SNvm via @Yahoo || I honestly hear this google duo thing the first time. There is really nothing like zoom #meethappy proud $ZM shareholder,2
"@Duckingmoney @wmmII88 @mchaudhry3 you boys are silly $ZM was an easy play yesterday. See, it dropped from 165 to 110ish BECAUSE of security concerns. It was headed north due to the earnings expectations. So it’s shaping up as an either/or proposition near term. $GOOG was fake news since they’re a competitor https://t.co/paVTMl1AP9",0
"@_JoseNajarro Really like your thoughts about $zm, bought them in Dec. 19 and thought the valuation is high 😅 now letting it ride...",2
Google bans $zm Zoom Software sighting privacy issues.,0
$ZM was analyzed by 19. The buy percentage consensus is at 72. So analysts seem to be mildly confident about $ZM. https://t.co/H0Rd1ankpg https://t.co/JnpUyy3JkI,2
$ZM stock will go up again when?,1
"$ZM - Winning Stocks trade idea by  Srini Donapati | 24.01 % return | Short of target, but a decent win! 
#TradeIdea
 https://t.co/dXJem6uQ3q &amp;Social=Twitter",2
"Morning Update: 
- Markets positive with people touting 'peak pandemic' phase
- $SPX futures up 1.20% 
- Google bans $ZM desktop app 
- OPEC+ meeting today! https://t.co/kDz17ZwWlB",2
World largest $zm conference https://t.co/kaPhO62R6N,2
"@ViserionsEye @s3c_krd You should have posted it online and compromise worlds security. And by shorts on $ZM like other ""independent researchers"".
Definitely not a businessman.",0
".@BillGates says #coronavirus will forever alter work, but face-to-face school is ‘totally irreplaceable’ https://t.co/1JjNV4iabl #COVID19 #pandemic #digital #form #education #business #trips #device #internet #connection #virtual #format @Zoom_US $ZM @MicrosoftTeams #MSFT",0
"$ZM is today ranked #1 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
"$zm is a short below 109 $googl

#NYC #security #Germany #Banned https://t.co/XLC0qC8w7x",0
"Zoom runs into problem with privacy.....

Solution- “Lets bring in an expert from one of the most secure companies that’s never had issues with privacy...Facebook.”

SMH. 😑😔

$zm $fb

https://t.co/1D781sqPys",0
"$ZM - Winning Stocks trade idea by  Srini Donapati | 24.01 % return | Short of target, but a decent win! 
#TradeIdea
 https://t.co/JydUferQON &amp;Social=Twitter",2
@MidwestHedgie $ZM.  The Chinese backlash combined with a massive valuation (40x sales) will see sentiment shift as companies abandon it (i.e. $GOOGL) leaving the only users being retail who won't pay.,0
$ZM is going to have to change its name to Kaboom when its stock sells off. WebEx and Teams will bleed them dry with their Freemium offers and ability to loss leader the Video Conferencing app as part of a suite. Remember Netscape?,0
@PatternProfits I took a position today. It seems like $ZM is poised to run at new highs after the recent retreat.,2
Zoom faces investor lawsuit over privacy and security flaws $ZM $FB https://t.co/w5BhSxDZOB,0
"$zm We have detected a noticeable rise in the Zeitgeist for Zoom Video Communications, Inc. at  https://t.co/w7mrgULXCv
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 94957",2
"$ZM this stock’s gonna get rocked soon!!! There’s no way this is heading up w/ all the drama ; it’s over- maybe they’ll mind fuck you a little more to believe so, but the writings on the wall",0
"Today in https://t.co/Vw05BgG2NF while we got our notes from AJ @AjTrader7, we got an alert from this great mod @darksidetrader on $ZM.  Bad news hit dropped everything and SHORT this bad boy!  These guys are pros 👍💪🙌 https://t.co/DUgHig3Mxs",2
"@HedgehogOptions @NIH @realDonaldTrump $ZM ""Where possible"" is likely mostly people who already have decent PTO and sick leave policies.",1
@NotCornStrong @NIH @realDonaldTrump Hopefully with $ZM revolution work form home becomes a more viable option - where possible,2
"@mchaudhry3 the reality is with google banning it for employees, it’s only a matter of time before more companies do so. The average joe using zoom for virtual beers with buddies aren’t paying customers. they need enterprise customers. $zm is a ticking time bomb trading at insane levels",0
"$ZM Lawsuit, Banned, Another Lawsuit, Banned by Country after Country oh and more Lawsuits coming. Great idea to invest",0
"$ZM - Winning Stocks trade idea by  Srini Donapati | 24.01 % return | Short of target, but a decent win! 
#TradeIdea
 https://t.co/LiRdjDGOXE &amp;Social=Twitter",2
@rebelmarkets My $ZM 120 strike puts ended up being a hell of a day trade,2
"$ZM

CCP Flag of 🇨🇳 🇨🇳🇨🇳🇨🇳🚨  revolving light Zoom hyped up fake numbers to save the stock from dropping below 100 last week..
Meanwhile, secure American companies with a strong footprint(and not CCP controlled) are crushing it! $CSCO @Webex 
Companies who tried Zoom dropped it https://t.co/CkN9C4rj8U",0
"$ZM Unrealistic gains for 6 weeks now, close of day tomorrow $77",2
$ZM There is some positive if they acknowledge their security gaps. Doesn't take away that you can hire all the advisers you want but it takes TIME to see the changes go into affect. Still think this becomes a sub $100 stock over the next couple of weeks. https://t.co/ZYS7Bv3swt,0
https://t.co/TF1oRBawom $ZM Should gap down nicely,1
"$ZM banned by Taiwan, NY schools and now Google . I am feeling that more will to follow.  Euro is pretty sensitive when it comes to privacy issues.",0
@jmarchese @GerberKawasaki Google just banned employees from using Zoom $ZM ~ what do you think other businesses will do? Most users aren’t paying.,0
"@zoom_us $ZM interesting...class action lawsuit for privacy and security flaws, dropped by Googl, yet ticker still trading “green on day” after market hours. Which pigs at the office are propping this up? You grimey pigs.",0
"Couldnt dedicate proper time to trading due to my real job, but got involved unwisely anyway

-$219 on day.

- #Profited on $ZM (+$200) &amp; $SPY (+$300)

- But took a beating on $TLRY (-$700+).  Didn’t stick to my #stoploss plan &amp; paid for it. #lessonlearned 

#neverstoplearning https://t.co/T7Pzb62Uzh",0
"Wondering if $GOOGL banned their employees from using Zoom $ZM as a publicity stunt designed to hurt Zoom? I'm thinking Zoom was gaining so much market share, this had little to do with security and more about FUD on Zoom.",0
"@SenTomCotton Fok $ZM, Chinese virus in sheep’s clothing.",0
"@RudyHavenstein Can't wait to see Benioff join the Gal Gadot and other celebrities singing We Are The World"" via $ZM.",2
@smartertrader They’re in the negative news cycle vortex (w/China component?)  $ZM,0
@michael_gilman So $zm is safe ? Lite note :),2
"First things first:

1. It's you're not your ▶ ""If you're gonna say you traded it"" 
2. You replied to the tweet call
3. I don't tell people what to do - NEVER sign up to a service to be told what to do that's for 🐑
4. $ZM 👇

Next. https://t.co/QBvVeecpib https://t.co/oKah30L2uj",0
"Zoom $ZM settled +3.6% to $117.81. Today's candle is rather spiky, after the lame blog post in earning morning.
The company is in near 100% denial about the gross failings in security/privacy. https://t.co/wt3dsm8zQy",0
Yikes. 😬 $zm #stockmarket $nasdaq https://t.co/VYoCRXMG37,0
Thanks @darksidetrader for the clear shout out to load up on $ZM shorts this afternoon. Money was made..should of held to your accurate PT,2
@BullishBearz Look at $ZM current P/E for more shit and giggles 😂,0
@YasmineSumman $ZM If you are using Zoom to hangout and video conference. Stop! They are experiencing serious security issues. It was banned by Google and Germany today because of its security problems!,0
@sam_feldman_ $ZM If you are using Zoom to hangout and video conference. Stop! They are experiencing serious security issues. It was banned by Google and Germany today because of its security problems!,0
Last quarter was awesome for @zoom_us. But the last 2 weeks have been just awful. More trouble for $ZM. #CyberSecurity https://t.co/JEKoaOMpyl,0
"$TDOC one of the strongest stocks that I am looking to buy into, was very bullish on $ZM but given the google news I think a deeper retracement will be needed before id risk entering long. Closed my smaller position for a small gain but will look to add lower https://t.co/EjwRibOmaE",2
Think this would be a good #ASKhalftime:  With $ZM having negative headlines and off as much as $50 bucks from the highs what does @ReformedBroker @terranovajoe think of the stock @HalftimeReport,1
Solid winning day trades:  $ZM long  $CHWY long (twice)  $ZS long.,2
"Last week, $GOOGL sent an email to employees whose work laptops had the $ZM app installed that cited its “security vulnerabilities” and warned that the videoconferencing software on employee laptops would stop working starting ... https://t.co/QKRFWnWApB",0
"Funny how everyone says $LK chinese stock is fraud and scam for lying about sales, yet $ZM $FB and even more American companies getting sued for privacy and scandals 
yet stock still go up!",0
YOU GOT THAT RIGHT $SPY $ZM and many others https://t.co/G8YIvBmJX8,2
My wife deleted Zoom off her phone like 2 days ago. $ZM #privacy,0
How do you guys break huge news on $ZM and then you fail to even ask @ReformedBroker his take on it when hes sitting there on the show @SaraEisen @WilfredFrost @michaelsantoli Cmon guys,0
$ZM is doomed. $90.,0
Why not ask him on $ZM @SaraEisen @WilfredFrost he has been a big bull on it.  Seems redic not to get his opinion on the news you just broke,1
"$ZM was acting fishy the entire day above $120. Every pop was getting sold into. I might need to switch brokers. Great locates here but fills are terrible, always need to slam the bid/ask and Level 2 delay doesn't help the situation. https://t.co/LGzLBm4LgA",0
$ZM $TDOC $DOCU are all going to have “1 Wish” set-ups IMHO. Set those alerts! I discussed them in a lot of detail in my Mid-Week Video.,1
Whole world using $zm due to coronavirus.....whole world bans $zm due to security issues,0
"Insanity today $ZM $SPCE

@markflowchatter had the hot hand today in the room among many others.

What a power hour my man!

🔥🔥

Time to celebrate, at home, at the kitchen table with beer in hand 😘",2
Belatedly getting to this news. But interesting to see Zoom hire former $FB chief security officer/cybersecurity guru Alex Stamos as an outside consultant. $ZM up 3% today. Blog post from $ZM CEO Eric Yuan here. https://t.co/hvubzH0HgE,2
$ZM is a hella mess. Stick with $CSCO and $MSFT,0
Zoom admits calls got 'mistakenly' routed through China https://t.co/epvOZj0z8H via @businessinsider $ZM,0
"Before releasing this update, $GOOGL had to diss their competitor who has 200m users while they have 6m users.

$ZM

Still don't get it, why would Google employees use Zoom software, is it better than Google software? 😜🤣

https://t.co/sY6LqxN36p",2
@ReformedBroker Google banned its employees from using $zm die to security concerns,0
How many more blue chip companies ban $zm after the bell? Who in their right mind is buying this....should be a monster gap down tomorrow.,0
@JAuerbach4 Shorting into the 9ema was a sick play if you took it.  What a rejection $ZM,0
$zm turd https://t.co/qyo2Qy0rLq,0
More Fortune 500 companies to follow suit! $ZM https://t.co/S9r27yrTKq,2
If $GOOGL is saying no to using $ZM I’d think that will scare away a lot more others.,0
$ZM amazing how this even still green right now. Should be $90 or lower by now.,2
"VideoConferencing killed the radio star - Daily app sessions.

$ZM  $GOOG  $MSFT https://t.co/7HtO87t6Dl",0
so $ZM tanked on dumb news.,0
"The $ZM tip jar is open 💰

https://t.co/kOxrOQDgNJ

Over $32,000 raised! https://t.co/wzUvTSOwx9",2
"https://t.co/bHXBIhRzSy

$ZM will be banned by how many countries? How many corporations? How many schools and universities? Scary?",0
Google banning $ZM software on security concerns is concerning. 😳,0
"I just had THE WORST luck with $ZM just now.. My sale order was placed a minute before, and plummeted a minute after at the EXACT moment my order filled, at a price that was far less than the current move. Trying to keep emotions clear, but damn how unfortunate.",0
iS tHiS gOoD? $ZM https://t.co/ERNSgTUCgh,1
Did the CEO of Zoom broadcast his crappy conference that caused the stock to tank on the Zoom platform? $ZM,0
@QTRResearch $ZM who? Old news as everyone scrambles to leave the platform. It's going to be ugly &amp; probably another $TLRY.,0
That news drop killer on $ZM phewwww,0
"$ZM should be under $100, party is over",0
"The Hearden, Casey, Ellms, Hoffman, Paul Saturday night $ZM cocktail party will continue to delight our Chinese hosts.",2
"Google bans Zoom from employee computers.

The Chinese spyware scam is about to be exposed to the world! Good call on $GOOGL's part.

$ZM stock is toast! https://t.co/lcQsJBp0FZ",0
"$ZM  We closed this position today. Too many other better or perhaps the better word it ""safer"" stocks to be in at this point and just don't see it worth taking a (potential) loss on the stock. Moving on.  :)",0
"$ZM This might lose $100  tomorrow imo! Way too much backlash, Huge Market Cap! Red Flags everywhere imo!",0
"wow that aged well,,$goog banned $zm in some capacity.  you know what? i still think it is a keeper LOL https://t.co/AN1jGB6WEk",2
$ZM there is just no good news for Zoom🔎,0
$GOOGL has a competitive product… no surprise they’re banning employees from using $ZM. The security concern is the excuse IMHO… but it’s not a positive development for sure. https://t.co/nJ1aSgdxKV,0
$ZM Thankful for stops. That would of hurt out +0.3 cents oh well!,2
"Google bans #Zoom $ZM bans from employee computers, fear vulnerabilities via Buzzfeed $MSFT $GOOGL Update https://t.co/2zaxaLzD85 https://t.co/YPGgUv6yHX",0
"You can expect a lot of companies to drop $ZM in the coming days/weeks. If Google deems them unsafe for privacy, then Zoom must really be weak",0
funny how just this am i noted to friends that i would not be long $ZM. my reason was something that hapnd with billing with me yesterday. I was floored. So .... my opinion missing adult in that mgt team.  i just saw the headline/whoosh :- ),0
"$zm levels to watch
107.34
If miss 97 and 89 max",1
$GOOGL drops $ZM over security  crashing,0
😘😘😘😘 @markflowchatter $ZM,2
@SlawekWojcik @ChristopherJM @maxseddon Maybe they just leaned about $ZM virtual background feature. I personally prefer the carpets - https://t.co/ofDb9TL5BW,2
"Zoom CEO Says Platform Is as Safe as Peers, Boosts Privacy Tools $FB $ZM https://t.co/YHZrivsljk",2
Surprised it took so long for major companies to realize $zm is a hack job conference call company and shouldn’t be trusted. $100 next and quick if anyone has a clue.,0
"$zm there goes zoom, dropping now on news $googl banning them.",0
The new breed of executives are not truthful. Everybody hiding something. Jeez. $zm,0
@livingrightco @AOTtrades Google cut $ZM because of possible security threats. Thats why it sold off.,0
"@PSalantonio @data168 Aside from the fact @Microsoft has a competing product, $ZM seems to have a lot of security and privacy issues since it's a Chinese product, passing calls via China. I wouldn't trust it, use it and it's not allowed at many firms",0
"@87AlwaysRed @AOTtrades Take a look at $ZM, that daily candle is gonna be a doozy",1
$ZM Up 100% now :/ https://t.co/SycS6fBe87,2
$ZM Wack,0
Bad news on $zm - missed the initial trade that I was looking for but caught a quick scalp for another base hit.  Solid 2/2 green day and a great ending to the day.  There's more downside on $zm most likely but I'm happy with the easy profit #daytrading #stocks https://t.co/qchGTVi9XO,2
"$ZM down it goes, privacy issues are serious",0
@theAlgorithm__ Google just banned $ZM good call,1
"$googl banned employee from using $zm.  Well, so much for rally today.",0
The question is why $googl  employees who have a great screen sharing and conference tools use $zm at all! Lol. Just a hash i think!,1
"If $GOOGL employees were using $ZM, their CEO MUST be sacked.

Learn from IBM or Oracle, no one uses external systems, these companies develop their own systems.

What BS!!",0
Wow $ZM 5% pullback on huge volume https://t.co/1JeuVnbUD1,2
"$ZM lol, they're doomed bro",0
$ZM yikes! Google banning it,0
"Someone just dumped a lot of $ZM!

#Trading #Stocks $SPY $QQQ",0
Well fuck you too $ZM,0
$ZM shot by the news. Stop out at 0.3. -50%. it was green earlier. oh well. life...😡😂 #daytrading #optiontrading #moneypigtrading,0
@gilmoreport $ZM just slaughtered...no position,0
"@InvestorsLive Hm, does $GOOG have a $ZM competitor?  Looks like they might actually win a PR battle.",2
"$ZM

""Google has banned the popular videoconferencing software Zoom from its employees’ devices, BuzzFeed News has learned.""

https://t.co/q8n5A1QKPD",0
"$ZM cmon back down, you know you're a $40 stock",0
$zm  trash company --  ran out of luckin.,0
Good bye $zm!,0
Gorgeous short setup $ZM https://t.co/3XzWZDDenD,2
WTF was it waiting for me to take loss $ZM https://t.co/WjW9NLOflo,0
$ZM...  🤢 https://t.co/9UmEd8KMnz,0
"WoW!!

$ZM gave up the 125 ghost fast!!

$SPY $QQQ https://t.co/ecLhHB4qvv",0
"$ZM Google Has Banned Zoom Video Communications Software From Employee Computers, Fearing Security Vulnerabilities",0
NO ONE COULD HAVE PREDICTED $ZM https://t.co/qF5CcnJrQZ,0
$ZM dumping on this https://t.co/nNzE7DiW98,0
Not looking great for $ZM as there will be more to come https://t.co/ikiLLlPViM,0
"$ZM not good. 

Google Bans Zoom Software From Employee Computers, Citing Security Vulnerabilities

https://t.co/4SEAljnGQS",0
@Roka_Dura just short $zm. Google banned them.,0
"Got burned with $1100 in trying to short $ZM, https://t.co/j9qVf1AhVO",0
@shaolintrader88 Zoom zoom lets go! Own both $ZM $CHWY,2
$zm having a strong surge,2
$ZM  New HOD  Above $125  :),2
"Zoom CEO @ericsyuan said the company had over 233 million participants on April 1 during his webinar today. Remember the last data point was ""In March this year, we reached more than 200 million daily meeting participants"" $ZM",2
"$TDOC   an article came out from just a TRADER saying waiting to buy at $120 and U sold ??

Yday an article cam out saying to wait for $ZM to go down to $100 then buy for next run

U sold????

BE SMART people !

Look at the FUNDAMENTALS of the Business1
This guy knows NOTHING!",0
"@mspacey4415 @value_invest12 Hmm, let me rephrase. Partnerships that $ZM offer with $RNG or whoever, will want to partner with $MSFT teams as well. Teams have more users today and in the future.",2
"@Sheeeiiit1 @value_invest12 that China connection is IMO the biggest risk about $ZM.  what if one day China is just like ""hey we got some Xinjiang separatists using Zoom, need you to hand over the keys"".  that would be a no win situation for Zoom and destroy their credibility",0
@anet make $SNAP  chat filters and $ZM bomb people,0
NOTE both $ZM $CHWY have decent short interest % of float....,2
"@value_invest12 I don't think you are getting the point haha. But its alright, $ZM did very well from this virus, momentum will push probably (?) this up further. We will see. 
Cheers. :)",2
"$ZM is today ranked #2 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
completely run over by $ZM $CHWY today.... gotta leave meat on the bone for others,0
"@value_invest12 I'm not sure if that is true (I switched), and obviously explorer is not a good comparison. Most of $ZM applications are 3rd party API right? You pay for them. 
Well, I guess its easy to just follow momentum

https://t.co/QgoIysjD6c",0
Mistakenly routed through China.... 🙈🙈🙈 $ZM #zoom #workfromhomelife https://t.co/3edktjpYWX,0
"@valueDACH @value_invest12 Well here is a user that doesn't need $ZM. Why? Because more people just need something that is good enough. Paying $10 may seem little, but when you are pitching to your boss $10 x 20,000 employees, that's an easy 200k, versus a free product? Tough sell bro.",0
$zm rocket ship today . All that negative news . Shorts must be getting squeezed . Privacy issues being fixed . Usage going up exponentially,1
"@AndreyGodsonn @FinancialTakes No one can explain short term fluctuations, part of the trading scam/shake-tree whatever you call it. Back to $EGHT, we will send earnings chart progress &amp; comparisons with $ZM $RNG and you will see there is a steep unexplained discount, which is great if you are first inline.",0
I also traded $ZM. I am trying to go back to being done by 10am to 10:15am like I used to when I was going into work lol. I feel like I was a better trader during that time frame #DayTrading https://t.co/Rbw0oQMyCj,2
Regarding $ZM. I find it unthincable for any enterprise to keep using it as-is. If @zoom_us cannot provide true and verified end-to-end encryption why would any company risk using it if there are alternatives?,0
"Use Zoom a lot. Mind-blowing tech in all regards. Especially vs Skype, Teams, WebEx. 
Don’t think their 20x User increase is priced in sufficiently. $ZM https://t.co/sYknw9H2av",2
"$ZM, turns out this was the trade of the day for me! Compound 1 on the 30m gave a nice entry for a long intraday triggering the 118.44 long on the 2-1-2 daily! https://t.co/UVUNbymzJ8",2
$ZM  a fave today among the call buyers.,2
@BowenXiao_ @CathyHe_ET Everyone should dump their Chinese government $ZM stock today. 🤨,0
@aottrades $ZM posted this one earlier today! What a killer move! The falling wedge is really playing out on the daily time frame now. https://t.co/Q8FPVY2mRK,2
